[2024-11-18 19:16:56] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-18 19:16:56] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-18 19:16:56] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-18 19:16:58] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-18 19:16:58] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-18 19:16:58] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-18 19:16:58] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416\
[2024-11-18 19:16:58] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/agency/
[2024-11-18 19:18:43] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:43] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:43] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-11-18 19:18:43] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/progress.6d15c16f0f5c4792940f.bundle.js
[2024-11-18 19:18:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 918
[2024-11-18 19:18:43] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b9313e620f-CtX3rY.tmp
[2024-11-18 19:18:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/progress.6d15c16f0f5c4792940f.bundle.js?simply_static_page=469
[2024-11-18 19:18:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/progress.6d15c16f0f5c4792940f.bundle.js?simply_static_page=469
[2024-11-18 19:18:43] [class-ss-url-fetcher.php:103] Filesize: 1540 bytes
[2024-11-18 19:18:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/progress.6d15c16f0f5c4792940f.bundle.js
[2024-11-18 19:18:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b9313e620f-CtX3rY.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/progress.6d15c16f0f5c4792940f.bundle.js
[2024-11-18 19:18:43] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:43] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:43] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:43] [class-ss-page.php:119] Checking Content Identical:4a585bd78f89b17f153f8a7bdae46451a11e69de===. Value: FALSE
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/progress.985f012a6336ab21cb44.bundle.min.js
[2024-11-18 19:18:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 918
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b931401433-vjfL1V.tmp
[2024-11-18 19:18:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/progress.985f012a6336ab21cb44.bundle.min.js?simply_static_page=470
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/progress.985f012a6336ab21cb44.bundle.min.js?simply_static_page=470
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:103] Filesize: 791 bytes
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/progress.985f012a6336ab21cb44.bundle.min.js
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b931401433-vjfL1V.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/progress.985f012a6336ab21cb44.bundle.min.js
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:44] [class-ss-page.php:119] Checking Content Identical:72ef21844db0b8280186d98296f5761da7a07af2===. Value: FALSE
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/responsive-bar.js
[2024-11-18 19:18:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 918
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b93140f54c-cbK4Oi.tmp
[2024-11-18 19:18:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/responsive-bar.js?simply_static_page=471
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/responsive-bar.js?simply_static_page=471
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:103] Filesize: 26658 bytes
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/responsive-bar.js
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b93140f54c-cbK4Oi.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/responsive-bar.js
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:44] [class-ss-page.php:119] Checking Content Identical:21577d9097410a15f29a4d60dfb090dc65884e19===. Value: FALSE
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/responsive-bar.min.js
[2024-11-18 19:18:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 918
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b931427827-MgPJc3.tmp
[2024-11-18 19:18:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/responsive-bar.min.js?simply_static_page=472
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/responsive-bar.min.js?simply_static_page=472
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:103] Filesize: 11987 bytes
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/responsive-bar.min.js
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b931427827-MgPJc3.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/responsive-bar.min.js
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:44] [class-ss-page.php:119] Checking Content Identical:33037e6381d64d2fcb2409797e10d350f0f14f74===. Value: FALSE
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.js
[2024-11-18 19:18:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 918
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b93144e74c-p4OFZk.tmp
[2024-11-18 19:18:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.js?simply_static_page=473
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.js?simply_static_page=473
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:103] Filesize: 35283 bytes
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/styleguide-app-initiator.js
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b93144e74c-p4OFZk.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.js
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:44] [class-ss-page.php:119] Checking Content Identical:4229c2c4850e8b8418263379cd9efc02835b40fa===. Value: FALSE
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js
[2024-11-18 19:18:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 918
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b931471396-HIJF0V.tmp
[2024-11-18 19:18:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js?simply_static_page=474
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js?simply_static_page=474
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:103] Filesize: 15191 bytes
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b931471396-HIJF0V.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:44] [class-ss-page.php:119] Checking Content Identical:03e6b55ee9cc7b019ef1233a16252b97b7b8549a===. Value: FALSE
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt
[2024-11-18 19:18:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 918
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b9314a377a-QEJ4js.tmp
[2024-11-18 19:18:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt?simply_static_page=475
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt?simply_static_page=475
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b9314a377a-QEJ4js.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:44] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/styleguide.js
[2024-11-18 19:18:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 918
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b9314abf7c-t4UfXc.tmp
[2024-11-18 19:18:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/styleguide.js?simply_static_page=476
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/styleguide.js?simply_static_page=476
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:103] Filesize: 104093 bytes
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/styleguide.js
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b9314abf7c-t4UfXc.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/styleguide.js
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:44] [class-ss-page.php:119] Checking Content Identical:a04ce699839fd56d22453f5206eefe21a3c3dcca===. Value: FALSE
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/styleguide.min.js
[2024-11-18 19:18:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 918
[2024-11-18 19:18:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b9314d88b9-di9cF0.tmp
[2024-11-18 19:18:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/styleguide.min.js?simply_static_page=477
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/styleguide.min.js?simply_static_page=477
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:103] Filesize: 46868 bytes
[2024-11-18 19:18:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/styleguide.min.js
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b9314d88b9-di9cF0.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/styleguide.min.js
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:45] [class-ss-page.php:119] Checking Content Identical:ca9fd47a1f7ee5d783c5646791e8d878098c75b6===. Value: FALSE
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/tabs.520bc2ed4560c561029e.bundle.js
[2024-11-18 19:18:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 918
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b931518656-e4IUAk.tmp
[2024-11-18 19:18:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/tabs.520bc2ed4560c561029e.bundle.js?simply_static_page=478
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/tabs.520bc2ed4560c561029e.bundle.js?simply_static_page=478
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:103] Filesize: 7456 bytes
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/tabs.520bc2ed4560c561029e.bundle.js
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b931518656-e4IUAk.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/tabs.520bc2ed4560c561029e.bundle.js
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:45] [class-ss-page.php:119] Checking Content Identical:05247f45aa83162fad20161ac28a2d1e35373d55===. Value: FALSE
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/tabs.c2af5be7f9cb3cdcf3d5.bundle.min.js
[2024-11-18 19:18:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 918
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b93152f828-Axew0R.tmp
[2024-11-18 19:18:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/tabs.c2af5be7f9cb3cdcf3d5.bundle.min.js?simply_static_page=479
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/tabs.c2af5be7f9cb3cdcf3d5.bundle.min.js?simply_static_page=479
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:103] Filesize: 3705 bytes
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/tabs.c2af5be7f9cb3cdcf3d5.bundle.min.js
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b93152f828-Axew0R.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/tabs.c2af5be7f9cb3cdcf3d5.bundle.min.js
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:45] [class-ss-page.php:119] Checking Content Identical:bdf320611d01116c0389309cf565e07c6aac74b2===. Value: FALSE
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/text-editor.2c35aafbe5bf0e127950.bundle.min.js
[2024-11-18 19:18:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 918
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b93154607f-SP5RGO.tmp
[2024-11-18 19:18:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/text-editor.2c35aafbe5bf0e127950.bundle.min.js?simply_static_page=480
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/text-editor.2c35aafbe5bf0e127950.bundle.min.js?simply_static_page=480
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:103] Filesize: 1360 bytes
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/text-editor.2c35aafbe5bf0e127950.bundle.min.js
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b93154607f-SP5RGO.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/text-editor.2c35aafbe5bf0e127950.bundle.min.js
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:45] [class-ss-page.php:119] Checking Content Identical:30bfc0a545c1f81ea3372cc4f2bf62843b5ae7ca===. Value: FALSE
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/text-editor.2f2f7e0ea1e16387a004.bundle.js
[2024-11-18 19:18:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 918
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b931554ef3-evCAjf.tmp
[2024-11-18 19:18:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/text-editor.2f2f7e0ea1e16387a004.bundle.js?simply_static_page=481
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/text-editor.2f2f7e0ea1e16387a004.bundle.js?simply_static_page=481
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:103] Filesize: 2800 bytes
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/text-editor.2f2f7e0ea1e16387a004.bundle.js
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b931554ef3-evCAjf.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/text-editor.2f2f7e0ea1e16387a004.bundle.js
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:45] [class-ss-page.php:119] Checking Content Identical:d5e54d633f90c320a351bf85593310f5a510009f===. Value: FALSE
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/text-path.376669dc13ce66a83828.bundle.min.js
[2024-11-18 19:18:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 918
[2024-11-18 19:18:45] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b93156cc74-GGRl6s.tmp
[2024-11-18 19:18:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/text-path.376669dc13ce66a83828.bundle.min.js?simply_static_page=482
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/text-path.376669dc13ce66a83828.bundle.min.js?simply_static_page=482
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:103] Filesize: 25792 bytes
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/text-path.376669dc13ce66a83828.bundle.min.js
[2024-11-18 19:18:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b93156cc74-GGRl6s.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/text-path.376669dc13ce66a83828.bundle.min.js
